dmsTimestamp,transaction_id,transaction_date,customer_id,product_id,store_id
2022-06-24 18:53:25.151258,35,2022-06-02,23,1,1
2022-06-24 18:53:25.151260,36,2022-05-30,17,2,2
2022-06-24 18:53:25.151262,37,2022-06-08,3,9,1
2022-06-24 18:53:25.151265,38,2022-06-10,12,2,2
2022-06-24 18:53:25.151267,39,2022-06-24,39,6,1
2022-06-24 18:53:25.151270,40,2022-06-12,83,5,2
2022-06-24 18:53:25.151272,41,2022-06-14,73,9,2
2022-06-24 18:53:25.151275,42,2022-05-29,27,9,1
2022-06-24 18:53:25.151278,43,2022-05-28,51,9,2
2022-06-24 18:53:25.151280,44,2022-06-24,32,7,2
2022-06-24 18:53:25.151283,45,2022-06-16,82,1,1
2022-06-24 18:53:25.151285,46,2022-06-03,41,1,2
2022-06-24 18:53:25.151288,47,2022-06-18,69,2,1
2022-06-24 18:53:25.151290,48,2022-06-21,41,3,1
2022-06-24 18:53:25.151292,49,2022-06-01,39,7,2
2022-06-24 18:53:25.151295,50,2022-05-25,8,9,2
2022-06-24 18:53:25.151298,51,2022-05-31,93,3,2
2022-06-24 18:53:25.151300,52,2022-06-09,20,4,1
2022-06-24 18:53:25.151303,53,2022-06-14,48,10,2
2022-06-24 18:53:25.151305,54,2022-05-29,65,5,2
2022-06-24 18:53:25.151308,55,2022-06-12,64,8,2
2022-06-24 18:53:25.151310,56,2022-06-15,68,1,1
2022-06-24 18:53:25.151313,57,2022-06-07,83,1,2
2022-06-24 18:53:25.151315,58,2022-05-26,86,5,2
2022-06-24 18:53:25.151318,59,2022-06-21,84,7,1
2022-06-24 18:53:25.151321,60,2022-06-12,70,5,1
2022-06-24 18:53:25.151324,61,2022-06-16,54,6,2
2022-06-24 18:53:25.151326,62,2022-06-12,3,6,2
2022-06-24 18:53:25.151329,63,2022-06-15,74,2,1
2022-06-24 18:53:25.151331,64,2022-05-27,42,10,2
2022-06-24 18:53:25.151334,65,2022-06-22,68,8,2
2022-06-24 18:53:25.151336,66,2022-05-31,4,10,2
2022-06-24 18:53:25.151339,67,2022-05-28,59,2,1
2022-06-24 18:53:25.151341,68,2022-06-14,38,6,2
2022-06-24 18:53:25.151344,69,2022-06-08,48,2,1
2022-06-24 18:53:25.151347,70,2022-06-17,50,6,1
2022-06-24 18:53:25.151349,71,2022-06-15,19,3,1
2022-06-24 18:53:25.151352,72,2022-05-27,7,10,1
2022-06-24 18:53:25.151354,73,2022-06-19,43,7,1
2022-06-24 18:53:25.151357,74,2022-06-20,37,6,2
2022-06-24 18:53:25.151359,75,2022-05-26,60,3,2
2022-06-24 18:53:25.151362,76,2022-06-04,8,5,1
2022-06-24 18:53:25.151365,77,2022-06-15,12,1,2
2022-06-24 18:53:25.151367,78,2022-06-09,78,6,1
2022-06-24 18:53:25.151370,79,2022-06-14,51,5,1
2022-06-24 18:53:25.151372,80,2022-06-01,17,3,1
2022-06-24 18:53:25.151375,81,2022-06-03,51,5,1
2022-06-24 18:53:25.151380,82,2022-06-21,64,2,1
2022-06-24 18:53:25.151383,83,2022-06-19,58,7,1
2022-06-24 18:53:25.151385,84,2022-05-29,64,2,2
2022-06-24 18:53:25.151389,85,2022-06-02,38,4,1
2022-06-24 18:53:25.151392,86,2022-06-18,80,3,1
2022-06-24 18:53:25.151394,87,2022-06-15,80,1,2
2022-06-24 18:53:25.151397,88,2022-06-17,86,8,1
2022-06-24 18:53:25.151399,89,2022-05-27,12,3,1
2022-06-24 18:53:25.151402,90,2022-05-29,49,1,2
2022-06-24 18:53:25.151404,91,2022-05-26,76,1,2
2022-06-24 18:53:25.151407,92,2022-06-21,84,9,1
2022-06-24 18:53:25.151409,93,2022-05-25,89,8,2
2022-06-24 18:53:25.151412,94,2022-06-11,91,10,2
2022-06-24 18:53:25.151414,95,2022-06-17,70,4,1
2022-06-24 18:53:25.151417,96,2022-06-02,60,1,2
2022-06-24 18:53:25.151419,97,2022-06-19,99,1,1
2022-06-24 18:53:25.151422,98,2022-06-22,12,8,1
2022-06-24 18:53:25.151424,99,2022-06-18,15,2,2
2022-06-24 18:53:25.151427,100,2022-06-15,3,4,1
2022-06-24 18:53:25.151429,101,2022-06-17,38,9,2
2022-06-24 18:53:25.151432,102,2022-06-07,93,8,1
2022-06-24 18:53:25.151434,103,2022-06-10,98,7,2
2022-06-24 18:53:25.151436,104,2022-06-07,8,4,2
2022-06-24 18:53:25.151439,105,2022-06-23,37,2,2
2022-06-24 18:53:25.151441,106,2022-05-30,39,4,1
2022-06-24 18:53:25.151444,107,2022-06-11,23,2,1
2022-06-24 18:53:25.151446,108,2022-05-29,9,4,1
2022-06-24 18:53:25.151449,109,2022-06-13,3,4,1
2022-06-24 18:53:25.151451,110,2022-06-18,29,4,1
2022-06-24 18:53:25.151454,111,2022-06-01,22,10,1
2022-06-24 18:53:25.151457,112,2022-06-24,54,9,2
2022-06-24 18:53:25.151459,113,2022-05-30,12,4,1
2022-06-24 18:53:25.151462,114,2022-06-01,21,1,2
2022-06-24 18:53:25.151464,115,2022-06-12,25,7,2
2022-06-24 18:53:25.151467,116,2022-06-18,49,1,1
2022-06-24 18:53:25.151469,117,2022-05-30,66,4,2
2022-06-24 18:53:25.151472,118,2022-06-09,28,6,2
2022-06-24 18:53:25.151474,119,2022-06-07,61,6,1
2022-06-24 18:53:25.151477,120,2022-06-21,81,1,2
2022-06-24 18:53:25.151479,121,2022-06-04,20,3,1
2022-06-24 18:53:25.151482,122,2022-05-31,4,6,1
2022-06-24 18:53:25.151484,123,2022-06-08,47,6,1
2022-06-24 18:53:25.151487,124,2022-06-08,85,10,1
2022-06-24 18:53:25.151489,125,2022-06-21,74,7,2
2022-06-24 18:53:25.151492,126,2022-06-03,58,3,2
2022-06-24 18:53:25.151495,127,2022-06-22,99,1,1
2022-06-24 18:53:25.151497,128,2022-05-29,66,9,1
2022-06-24 18:53:25.151500,129,2022-06-12,20,10,1
2022-06-24 18:53:25.151502,130,2022-05-31,54,8,1
2022-06-24 18:53:25.151505,131,2022-06-09,14,3,1
2022-06-24 18:53:25.151507,132,2022-06-15,42,3,1
2022-06-24 18:53:25.151510,133,2022-06-07,12,7,2
2022-06-24 18:53:25.151512,134,2022-06-21,38,2,2
2022-06-24 18:53:25.151515,135,2022-06-05,6,8,2
2022-06-24 18:53:25.151518,136,2022-06-01,98,9,2
2022-06-24 18:53:25.151520,137,2022-06-21,2,6,1
2022-06-24 18:53:25.151523,138,2022-06-07,13,1,2
2022-06-24 18:53:25.151525,139,2022-06-14,40,8,2
2022-06-24 18:53:25.151527,140,2022-05-29,99,10,1
2022-06-24 18:53:25.151530,141,2022-06-22,7,3,1
2022-06-24 18:53:25.151532,142,2022-06-19,13,5,1
2022-06-24 18:53:25.151535,143,2022-06-07,49,3,2
2022-06-24 18:53:25.151538,144,2022-06-21,67,3,1
2022-06-24 18:53:25.151540,145,2022-06-19,79,10,2
2022-06-24 18:53:25.151543,146,2022-05-31,82,5,2
2022-06-24 18:53:25.151546,147,2022-06-21,93,3,1
2022-06-24 18:53:25.151548,148,2022-06-12,11,6,2
2022-06-24 18:53:25.151550,149,2022-05-26,51,6,2
2022-06-24 18:53:25.151553,150,2022-06-20,20,5,1
2022-06-24 18:53:25.151555,151,2022-06-21,29,9,2
2022-06-24 18:53:25.151558,152,2022-06-24,49,8,2
2022-06-24 18:53:25.151561,153,2022-05-27,62,4,2
2022-06-24 18:53:25.151563,154,2022-06-09,38,3,2
2022-06-24 18:53:25.151566,155,2022-06-01,5,6,1
2022-06-24 18:53:25.151568,156,2022-05-28,75,10,2
2022-06-24 18:53:25.151571,157,2022-06-10,96,3,1
2022-06-24 18:53:25.151573,158,2022-06-24,29,2,1
2022-06-24 18:53:25.151576,159,2022-06-23,45,6,2
2022-06-24 18:53:25.151578,160,2022-06-19,83,8,2
2022-06-24 18:53:25.151581,161,2022-06-13,82,1,2
2022-06-24 18:53:25.151584,162,2022-06-07,10,9,1
2022-06-24 18:53:25.151586,163,2022-06-02,6,6,1
2022-06-24 18:53:25.151589,164,2022-06-12,82,10,2
2022-06-24 18:53:25.151591,165,2022-05-28,32,7,1
2022-06-24 18:53:25.151594,166,2022-06-12,95,5,2
2022-06-24 18:53:25.151596,167,2022-06-07,19,10,2
2022-06-24 18:53:25.151599,168,2022-05-30,50,8,1
2022-06-24 18:53:25.151602,169,2022-05-26,55,3,1
2022-06-24 18:53:25.151604,170,2022-05-31,65,6,1
2022-06-24 18:53:25.151607,171,2022-06-12,8,5,2
2022-06-24 18:53:25.151609,172,2022-05-30,35,5,2
2022-06-24 18:53:25.151612,173,2022-06-23,35,6,1
2022-06-24 18:53:25.151614,174,2022-06-19,58,9,2
2022-06-24 18:53:25.151617,175,2022-06-03,14,2,2
2022-06-24 18:53:25.151619,176,2022-06-10,71,2,1
2022-06-24 18:53:25.151622,177,2022-06-11,68,10,2
2022-06-24 18:53:25.151625,178,2022-06-05,54,4,1
2022-06-24 18:53:25.151627,179,2022-06-07,57,3,2
2022-06-24 18:53:25.151630,180,2022-06-05,57,7,2
2022-06-24 18:53:25.151632,181,2022-06-21,35,2,2
2022-06-24 18:53:25.151635,182,2022-06-05,14,5,2
2022-06-24 18:53:25.151637,183,2022-06-12,41,1,1
2022-06-24 18:53:25.151639,184,2022-06-07,31,10,2
2022-06-24 18:53:25.151642,185,2022-06-03,42,4,1
2022-06-24 18:53:25.151645,186,2022-06-21,67,10,2
2022-06-24 18:53:25.151648,187,2022-06-24,42,4,1
2022-06-24 18:53:25.151650,188,2022-06-06,39,3,2
2022-06-24 18:53:25.151652,189,2022-06-12,22,9,2
2022-06-24 18:53:25.151655,190,2022-06-11,17,10,2
2022-06-24 18:53:25.151657,191,2022-06-05,60,10,1
2022-06-24 18:53:25.151660,192,2022-05-31,92,4,2
2022-06-24 18:53:25.151662,193,2022-06-16,51,2,2
2022-06-24 18:53:25.151665,194,2022-06-21,78,9,1
2022-06-24 18:53:25.151668,195,2022-06-06,66,2,2
2022-06-24 18:53:25.151670,196,2022-05-26,49,2,2
2022-06-24 18:53:25.151673,197,2022-06-02,52,1,1
2022-06-24 18:53:25.151675,198,2022-06-14,73,3,1
2022-06-24 18:53:25.151678,199,2022-06-16,48,6,2
2022-06-24 18:53:25.151680,200,2022-06-21,36,7,2
2022-06-24 18:53:25.151683,201,2022-05-27,37,6,1
2022-06-24 18:53:25.151685,202,2022-06-24,96,8,1
2022-06-24 18:53:25.151688,203,2022-06-23,89,7,1
2022-06-24 18:53:25.151691,204,2022-05-26,68,4,1
2022-06-24 18:53:25.151693,205,2022-05-27,60,5,2
2022-06-24 18:53:25.151696,206,2022-06-24,96,4,1
2022-06-24 18:53:25.151698,207,2022-06-04,54,2,2
2022-06-24 18:53:25.151701,208,2022-05-28,10,10,1
2022-06-24 18:53:25.151703,209,2022-06-02,73,7,1
2022-06-24 18:53:25.151706,210,2022-06-19,33,9,2
2022-06-24 18:53:25.151709,211,2022-06-08,87,4,1
2022-06-24 18:53:25.151711,212,2022-06-08,94,10,2
2022-06-24 18:53:25.151714,213,2022-06-13,41,5,1
2022-06-24 18:53:25.151716,214,2022-06-01,10,6,1
2022-06-24 18:53:25.151719,215,2022-06-23,51,7,2
2022-06-24 18:53:25.151721,216,2022-06-03,97,2,2
2022-06-24 18:53:25.151724,217,2022-05-31,51,2,1
2022-06-24 18:53:25.151726,218,2022-06-19,5,9,2
2022-06-24 18:53:25.151729,219,2022-06-23,10,4,1
2022-06-24 18:53:25.151732,220,2022-06-23,76,6,2
2022-06-24 18:53:25.151734,221,2022-06-17,76,2,2
2022-06-24 18:53:25.151736,222,2022-06-14,87,9,2
2022-06-24 18:53:25.151739,223,2022-06-24,31,4,1
2022-06-24 18:53:25.151741,224,2022-06-14,97,2,1
2022-06-24 18:53:25.151744,225,2022-06-24,96,4,1
2022-06-24 18:53:25.151746,226,2022-06-23,24,6,1
2022-06-24 18:53:25.151749,227,2022-06-06,28,3,1
2022-06-24 18:53:25.151752,228,2022-06-18,22,1,2
2022-06-24 18:53:25.151754,229,2022-06-20,38,9,1
2022-06-24 18:53:25.151757,230,2022-06-06,92,8,1
2022-06-24 18:53:25.151759,231,2022-06-18,72,3,1
2022-06-24 18:53:25.151762,232,2022-06-24,16,8,2
2022-06-24 18:53:25.151764,233,2022-06-12,75,3,2
2022-06-24 18:53:25.151767,234,2022-06-14,73,7,2
2022-06-24 18:53:25.151769,235,2022-06-23,35,7,1
2022-06-24 18:53:25.151772,236,2022-06-23,14,1,2
2022-06-24 18:53:25.151775,237,2022-06-11,67,1,1
2022-06-24 18:53:25.151777,238,2022-06-23,17,10,2
2022-06-24 18:53:25.151780,239,2022-06-03,66,10,2
2022-06-24 18:53:25.151782,240,2022-06-20,29,8,1
2022-06-24 18:53:25.151785,241,2022-06-21,77,10,2
2022-06-24 18:53:25.151787,242,2022-06-14,80,5,1
2022-06-24 18:53:25.151790,243,2022-05-31,32,10,1
2022-06-24 18:53:25.151792,244,2022-06-19,3,7,1
2022-06-24 18:53:25.151795,245,2022-06-06,42,4,2
2022-06-24 18:53:25.151798,246,2022-06-17,66,8,1
2022-06-24 18:53:25.151800,247,2022-06-05,63,3,1
2022-06-24 18:53:25.151803,248,2022-06-16,82,5,1
2022-06-24 18:53:25.151805,249,2022-06-20,47,9,2
2022-06-24 18:53:25.151808,250,2022-06-11,47,4,1
2022-06-24 18:53:25.151810,251,2022-05-27,48,1,1
2022-06-24 18:53:25.151813,252,2022-06-13,80,10,2
2022-06-24 18:53:25.151815,253,2022-06-07,56,9,1
2022-06-24 18:53:25.151818,254,2022-06-20,77,4,2
2022-06-24 18:53:25.151821,255,2022-06-24,75,5,1
2022-06-24 18:53:25.151823,256,2022-06-08,96,8,2
2022-06-24 18:53:25.151826,257,2022-06-15,64,5,2
2022-06-24 18:53:25.151828,258,2022-06-12,45,5,2
2022-06-24 18:53:25.151830,259,2022-06-23,53,2,1
2022-06-24 18:53:25.151833,260,2022-06-11,11,8,1
2022-06-24 18:53:25.151836,261,2022-06-19,72,8,2
2022-06-24 18:53:25.151838,262,2022-05-31,55,7,2
2022-06-24 18:53:25.151841,263,2022-06-14,16,4,2
2022-06-24 18:53:25.151843,264,2022-06-14,28,4,1
2022-06-24 18:53:25.151845,265,2022-06-14,80,6,1
2022-06-24 18:53:25.151848,266,2022-06-19,82,1,2
2022-06-24 18:53:25.151850,267,2022-06-22,48,5,2
2022-06-24 18:53:25.151853,268,2022-06-22,73,10,1
2022-06-24 18:53:25.151855,269,2022-06-06,42,3,1
2022-06-24 18:53:25.151858,270,2022-06-02,75,1,2
2022-06-24 18:53:25.151860,271,2022-06-03,18,6,2
2022-06-24 18:53:25.151863,272,2022-06-15,73,10,1
2022-06-24 18:53:25.151865,273,2022-06-02,61,9,2
2022-06-24 18:53:25.151868,274,2022-05-25,48,5,2
2022-06-24 18:53:25.151870,275,2022-06-21,18,5,1
2022-06-24 18:53:25.151873,276,2022-05-31,22,4,2
2022-06-24 18:53:25.151875,277,2022-06-16,49,10,2
2022-06-24 18:53:25.151878,278,2022-06-03,34,9,2
2022-06-24 18:53:25.151880,279,2022-06-23,24,4,2
2022-06-24 18:53:25.151882,280,2022-06-19,51,5,1
2022-06-24 18:53:25.151885,281,2022-05-25,73,4,1
2022-06-24 18:53:25.151887,282,2022-06-01,92,6,1
2022-06-24 18:53:25.151890,283,2022-06-14,80,9,1
2022-06-24 18:53:25.151892,284,2022-05-26,30,2,2
2022-06-24 18:53:25.151895,285,2022-05-29,100,3,2
2022-06-24 18:53:25.151897,286,2022-06-03,55,10,1
2022-06-24 18:53:25.151900,287,2022-06-15,15,2,1
2022-06-24 18:53:25.151902,288,2022-06-19,20,7,2
2022-06-24 18:53:25.151905,289,2022-06-06,19,8,1
2022-06-24 18:53:25.151907,290,2022-06-08,32,4,1
2022-06-24 18:53:25.151910,291,2022-05-27,19,4,1
2022-06-24 18:53:25.151912,292,2022-06-24,96,10,1
2022-06-24 18:53:25.151915,293,2022-05-29,88,5,2
2022-06-24 18:53:25.151917,294,2022-05-26,74,8,2
2022-06-24 18:53:25.151920,295,2022-06-11,8,9,2
2022-06-24 18:53:25.151922,296,2022-06-18,63,4,2
2022-06-24 18:53:25.151925,297,2022-06-10,75,8,2
2022-06-24 18:53:25.151927,298,2022-06-16,28,5,1
2022-06-24 18:53:25.151930,299,2022-06-21,87,5,2
2022-06-24 18:53:25.151932,300,2022-05-27,45,6,2
2022-06-24 18:53:25.151935,301,2022-06-16,73,8,1
2022-06-24 18:53:25.151937,302,2022-05-31,15,9,2
2022-06-24 18:53:25.151940,303,2022-06-11,35,2,1
2022-06-24 18:53:25.151942,304,2022-06-03,75,10,2
2022-06-24 18:53:25.151945,305,2022-06-18,2,5,2
2022-06-24 18:53:25.151947,306,2022-06-06,64,4,2
2022-06-24 18:53:25.151949,307,2022-06-05,83,10,2
2022-06-24 18:53:25.151952,308,2022-06-09,16,2,2
2022-06-24 18:53:25.151954,309,2022-05-26,37,6,1
2022-06-24 18:53:25.151957,310,2022-05-28,42,5,2
2022-06-24 18:53:25.151959,311,2022-06-20,43,6,2
2022-06-24 18:53:25.151962,312,2022-06-15,77,4,1
2022-06-24 18:53:25.151964,313,2022-06-06,20,5,1
2022-06-24 18:53:25.151967,314,2022-06-16,39,10,1
2022-06-24 18:53:25.151969,315,2022-06-11,43,7,2
2022-06-24 18:53:25.151972,316,2022-05-31,16,1,2
2022-06-24 18:53:25.151974,317,2022-05-31,87,8,2
2022-06-24 18:53:25.151977,318,2022-06-10,75,2,2
2022-06-24 18:53:25.151979,319,2022-06-03,7,1,1
2022-06-24 18:53:25.151982,320,2022-05-28,44,4,1
2022-06-24 18:53:25.151984,321,2022-06-17,46,3,2
2022-06-24 18:53:25.151986,322,2022-06-15,28,4,1
2022-06-24 18:53:25.151989,323,2022-06-13,74,6,2
2022-06-24 18:53:25.151991,324,2022-06-17,92,1,2
2022-06-24 18:53:25.151994,325,2022-06-20,53,9,1
2022-06-24 18:53:25.151996,326,2022-06-02,93,5,2
2022-06-24 18:53:25.151999,327,2022-05-27,68,1,1
2022-06-24 18:53:25.152001,328,2022-06-08,77,3,1
2022-06-24 18:53:25.152004,329,2022-05-26,85,8,1
2022-06-24 18:53:25.152006,330,2022-06-01,87,6,2
2022-06-24 18:53:25.152009,331,2022-05-27,99,5,1
2022-06-24 18:53:25.152011,332,2022-05-28,93,4,1
2022-06-24 18:53:25.152014,333,2022-06-02,79,10,1
2022-06-24 18:53:25.152016,334,2022-06-11,80,9,1
2022-06-24 18:53:25.152019,335,2022-06-05,80,1,1
2022-06-24 18:53:25.152021,336,2022-06-11,62,4,1
2022-06-24 18:53:25.152024,337,2022-06-04,31,1,1
2022-06-24 18:53:25.152026,338,2022-06-14,23,7,2
2022-06-24 18:53:25.152028,339,2022-06-11,15,10,2
2022-06-24 18:53:25.152031,340,2022-06-15,21,7,2
2022-06-24 18:53:25.152033,341,2022-06-17,54,4,1
2022-06-24 18:53:25.152036,342,2022-05-30,34,10,1
2022-06-24 18:53:25.152038,343,2022-05-29,51,6,2
2022-06-24 18:53:25.152041,344,2022-06-12,89,10,2
2022-06-24 18:53:25.152043,345,2022-05-31,37,2,1
2022-06-24 18:53:25.152046,346,2022-06-13,82,5,1
2022-06-24 18:53:25.152048,347,2022-06-05,35,3,1
2022-06-24 18:53:25.152051,348,2022-06-17,17,4,1
2022-06-24 18:53:25.152053,349,2022-06-01,53,5,1
2022-06-24 18:53:25.152055,350,2022-06-14,7,6,1
2022-06-24 18:53:25.152058,351,2022-06-07,91,9,2
2022-06-24 18:53:25.152060,352,2022-06-16,73,5,2
2022-06-24 18:53:25.152063,353,2022-06-21,33,2,1
2022-06-24 18:53:25.152065,354,2022-06-10,97,9,2
2022-06-24 18:53:25.152068,355,2022-06-20,15,6,2
2022-06-24 18:53:25.152070,356,2022-06-24,6,7,2
2022-06-24 18:53:25.152073,357,2022-05-30,88,4,2
2022-06-24 18:53:25.152075,358,2022-06-16,99,10,2
2022-06-24 18:53:25.152078,359,2022-06-05,52,3,2
2022-06-24 18:53:25.152080,360,2022-06-15,66,7,1
2022-06-24 18:53:25.152082,361,2022-06-17,24,3,2
2022-06-24 18:53:25.152085,362,2022-06-03,47,5,2
2022-06-24 18:53:25.152087,363,2022-06-10,62,1,2
2022-06-24 18:53:25.152090,364,2022-06-16,33,10,2
2022-06-24 18:53:25.152092,365,2022-06-16,5,1,1
2022-06-24 18:53:25.152095,366,2022-06-06,23,9,1
2022-06-24 18:53:25.152097,367,2022-05-28,63,8,1
2022-06-24 18:53:25.152100,368,2022-06-19,72,9,1
2022-06-24 18:53:25.152102,369,2022-06-13,50,4,1
2022-06-24 18:53:25.152105,370,2022-05-28,51,10,1
2022-06-24 18:53:25.152107,371,2022-05-31,52,8,1
2022-06-24 18:53:25.152110,372,2022-06-05,86,7,2
2022-06-24 18:53:25.152112,373,2022-06-11,91,6,2
2022-06-24 18:53:25.152114,374,2022-06-01,98,5,2
2022-06-24 18:53:25.152117,375,2022-06-15,8,1,2
2022-06-24 18:53:25.152119,376,2022-05-29,23,4,2
2022-06-24 18:53:25.152122,377,2022-06-09,97,4,1
2022-06-24 18:53:25.152124,378,2022-06-15,63,3,1
2022-06-24 18:53:25.152127,379,2022-06-14,40,3,2
2022-06-24 18:53:25.152129,380,2022-06-01,17,6,2
2022-06-24 18:53:25.152132,381,2022-05-26,46,8,2
2022-06-24 18:53:25.152134,382,2022-06-16,56,10,1
2022-06-24 18:53:25.152137,383,2022-06-08,8,6,2
2022-06-24 18:53:25.152139,384,2022-06-05,100,10,1
2022-06-24 18:53:25.152142,385,2022-06-14,42,5,1
2022-06-24 18:53:25.152144,386,2022-06-08,54,8,2
2022-06-24 18:53:25.152146,387,2022-06-19,65,9,2
2022-06-24 18:53:25.152149,388,2022-06-12,79,2,1
2022-06-24 18:53:25.152151,389,2022-06-10,52,3,2
2022-06-24 18:53:25.152154,390,2022-06-18,47,3,1
2022-06-24 18:53:25.152156,391,2022-06-16,93,8,1
2022-06-24 18:53:25.152159,392,2022-06-01,78,6,1
2022-06-24 18:53:25.152161,393,2022-05-29,59,1,2
2022-06-24 18:53:25.152164,394,2022-06-12,39,7,2
2022-06-24 18:53:25.152166,395,2022-06-15,61,1,1
2022-06-24 18:53:25.152168,396,2022-06-21,4,10,2
2022-06-24 18:53:25.152171,397,2022-06-23,87,5,2
2022-06-24 18:53:25.152173,398,2022-06-18,64,8,1
2022-06-24 18:53:25.152176,399,2022-05-27,24,6,1
2022-06-24 18:53:25.152179,400,2022-06-08,10,4,1
2022-06-24 18:53:25.152181,401,2022-06-06,42,8,2
2022-06-24 18:53:25.152183,402,2022-06-16,14,3,2
2022-06-24 18:53:25.152186,403,2022-06-06,44,2,2
2022-06-24 18:53:25.152188,404,2022-06-17,60,8,2
2022-06-24 18:53:25.152191,405,2022-06-12,83,10,2
2022-06-24 18:53:25.152193,406,2022-06-12,41,1,2
2022-06-24 18:53:25.152196,407,2022-06-15,15,10,2
2022-06-24 18:53:25.152198,408,2022-06-10,10,4,2
2022-06-24 18:53:25.152201,409,2022-06-09,86,3,1
2022-06-24 18:53:25.152203,410,2022-06-05,34,5,2
2022-06-24 18:53:25.152205,411,2022-06-05,52,7,1
2022-06-24 18:53:25.152208,412,2022-06-10,28,2,2
2022-06-24 18:53:25.152211,413,2022-06-05,46,8,2
2022-06-24 18:53:25.152213,414,2022-05-26,10,6,2
2022-06-24 18:53:25.152215,415,2022-06-02,37,7,1
2022-06-24 18:53:25.152218,416,2022-05-31,37,7,1
2022-06-24 18:53:25.152220,417,2022-06-01,48,4,1
2022-06-24 18:53:25.152223,418,2022-06-14,86,7,2
2022-06-24 18:53:25.152225,419,2022-06-09,98,8,2
2022-06-24 18:53:25.152228,420,2022-06-08,7,3,1
2022-06-24 18:53:25.152230,421,2022-06-08,40,5,1
2022-06-24 18:53:25.152233,422,2022-06-17,28,2,2
2022-06-24 18:53:25.152235,423,2022-06-24,80,3,1
2022-06-24 18:53:25.152238,424,2022-05-31,34,4,1
2022-06-24 18:53:25.152240,425,2022-05-28,30,9,1
2022-06-24 18:53:25.152243,426,2022-06-04,89,10,2
2022-06-24 18:53:25.152245,427,2022-06-12,16,1,1
2022-06-24 18:53:25.152247,428,2022-05-30,18,7,1
2022-06-24 18:53:25.152250,429,2022-06-24,60,3,2
2022-06-24 18:53:25.152252,430,2022-05-29,89,4,2
2022-06-24 18:53:25.152255,431,2022-06-09,21,10,2
2022-06-24 18:53:25.152257,432,2022-06-01,100,4,1
2022-06-24 18:53:25.152260,433,2022-06-13,12,6,1
2022-06-24 18:53:25.152262,434,2022-06-05,72,8,2
2022-06-24 18:53:25.152265,435,2022-05-28,48,3,1
2022-06-24 18:53:25.152267,436,2022-05-27,95,10,2
2022-06-24 18:53:25.152270,437,2022-06-02,29,2,1
2022-06-24 18:53:25.152272,438,2022-06-15,63,4,2
2022-06-24 18:53:25.152275,439,2022-06-20,99,9,2
2022-06-24 18:53:25.152277,440,2022-06-11,85,4,2
2022-06-24 18:53:25.152279,441,2022-05-28,40,9,1
2022-06-24 18:53:25.152282,442,2022-06-15,29,2,1
2022-06-24 18:53:25.152284,443,2022-06-11,29,9,2
2022-06-24 18:53:25.152287,444,2022-06-04,70,6,1
2022-06-24 18:53:25.152289,445,2022-06-21,87,2,2
2022-06-24 18:53:25.152292,446,2022-06-06,44,2,2
2022-06-24 18:53:25.152294,447,2022-06-11,73,3,1
2022-06-24 18:53:25.152297,448,2022-06-09,71,2,1
2022-06-24 18:53:25.152299,449,2022-06-06,66,3,1
